id,x,y,risk,value,service_time,payload,segment,risk_value,kind,tower_id,stop_id,uav_id,start,finish,energy_mean,energy_q95,feasible,vehicle_id,vehicle_arrival,vehicle_departure,road_travel,priority,sortie_id
,,,0.3511,51.2647,,,,0.0030855074169537293,task,190.0,98.0,1.0,799.098683,804.595983,68.063594,97.448796,True,1.0,796.314057,807.38061,3.736701,0.003085507417,127.0
,,,0.3379,49.3177,,,,0.0028464378312628553,task,23.0,15.0,0.0,772.628713,776.400713,53.963863,77.261766,True,0.0,770.507148,778.522278,19.428525,0.002846437831,128.0
,,,0.2085,54.4648,,,,0.0027401783506483877,task,66.0,34.0,0.0,795.775465,800.407365,50.464212,72.251205,True,0.0,793.917221,802.265609,15.394943,0.002740178351,129.0
,,,0.2483,49.093,,,,0.0024772145428821547,task,51.0,27.0,0.0,812.281559,818.168559,35.989932,51.527922,True,0.0,811.591479,818.85864,9.32587,0.002477214543,130.0
,,,0.3056,52.8404,,,,0.003038316734396031,task,54.0,26.0,2.0,822.882231,830.784931,69.425947,99.39932,True,2.0,820.247221,833.419942,38.309466,0.003038316734,131.0
,,,0.3242,48.4154,,,,0.0027091297722884695,task,85.0,45.0,3.0,818.95218,823.17138,51.095455,73.154976,True,3.0,816.900012,825.223547,14.628026,0.002709129772,132.0
,,,0.2972,52.8167,,,,0.0029994872059361903,task,21.0,9.0,0.0,841.723234,848.551534,69.423949,99.396459,True,0.0,839.037709,851.23706,20.179069,0.002999487206,133.0
,,,0.3,48.1003,,,,0.002589036548612753,task,59.0,31.0,2.0,843.743643,850.489143,51.257749,73.387337,True,2.0,842.148317,852.084468,8.728376,0.002589036549,134.0
,,,0.326,48.9747,,,,0.00276797589762058,task,149.0,77.0,1.0,827.78682,835.48362,62.821049,89.942879,True,1.0,825.673312,837.597127,18.292703,0.002767975898,135.0
,,,0.2612,45.4661,,,,0.002220563787742925,task,78.0,42.0,3.0,832.37917,835.68147,34.398411,49.249291,True,3.0,831.386277,836.674364,6.162729,0.002220563788,136.0
,,,0.2815,49.3902,,,,0.00263207344449567,task,141.0,73.0,1.0,843.140839,849.907739,59.2836,84.878201,True,1.0,841.061546,851.987034,3.464418,0.002632073444,137.0
,,,0.2627,50.1082,,,,0.002619199695179935,task,71.0,39.0,3.0,845.329497,851.694397,60.383803,86.453397,True,3.0,843.09753,853.926363,6.423167,0.002619199695,138.0
,,,0.2578,48.079,,,,0.0024287971724629683,task,105.0,53.0,1.0,868.594424,873.702924,49.538483,70.92581,True,1.0,866.941726,875.355621,14.954693,0.002428797172,139.0
,,,0.233,44.519,,,,0.002047705340357122,task,65.0,33.0,2.0,866.285259,869.508959,28.15929,40.316544,True,2.0,865.743707,870.050511,13.659239,0.00204770534,140.0
,,,0.2586,49.6419,,,,0.0025634551408976413,task,158.0,82.0,3.0,889.15276,892.91886,58.780561,84.157985,True,3.0,886.700471,895.371148,32.774108,0.002563455141,141.0
,,,0.2339,48.3476,,,,0.0023608908052273584,task,166.0,82.0,7.0,888.240629,893.982929,49.715379,71.179077,True,3.0,886.700471,895.523086,0.0,0.002360890805,142.0
,,,0.2588,42.9945,,,,0.0020041059663920354,task,25.0,13.0,0.0,856.314461,860.476161,36.183902,51.805635,True,0.0,855.350175,861.440446,4.113116,0.002004105966,143.0
,,,0.2269,47.9301,,,,0.002300933580925699,task,131.0,67.0,1.0,894.543521,901.766421,55.258446,79.115261,True,1.0,892.7912,903.518742,17.435579,0.002300933581,144.0
,,,0.2073,45.1737,,,,0.002013958202349828,task,181.0,93.0,3.0,906.583065,910.253665,38.568221,55.219339,True,3.0,905.38234,911.454389,9.859254,0.002013958202,145.0
,,,0.2759,46.4632,,,,0.002356961000661466,task,119.0,59.0,2.0,896.909388,904.363188,59.113177,84.634201,True,2.0,894.967342,906.305233,24.916831,0.002356961001,146.0
,,,0.2494,44.4431,,,,0.0020953456332383604,task,62.0,34.0,0.0,879.402525,883.821625,44.715732,64.020925,True,0.0,877.947813,885.276337,16.507367,0.002095345633,147.0
,,,0.1564,48.8784,,,,0.0021050758901170214,task,121.0,61.0,0.0,907.44228,913.01068,46.291758,66.277371,True,0.0,906.032633,914.420328,20.756295,0.00210507589,148.0
,,,0.228,47.3765,,,,0.002260606599151044,task,83.0,43.0,2.0,920.671657,925.571557,55.559717,79.546601,True,2.0,918.569717,927.673498,12.264483,0.002260606599,149.0
,,,0.1857,49.7249,,,,0.002281338583794439,task,77.0,41.0,1.0,928.798768,936.506668,60.908713,87.204927,True,1.0,926.702417,938.60302,23.183674,0.002281338584,150.0
,,,0.1616,45.9745,,,,0.001917114796749404,task,99.0,51.0,0.0,930.395766,934.803366,41.240635,59.045519,True,0.0,929.076426,936.122705,14.656099,0.001917114797,151.0
,,,0.2039,41.8702,,,,0.0017476888140413947,task,82.0,42.0,2.0,935.619307,939.643907,31.913261,45.691223,True,2.0,934.94231,940.320904,7.268813,0.001747688814,152.0
,,,0.2324,39.758,,,,0.0016608839670476203,task,129.0,65.0,3.0,932.206955,938.117955,27.233317,38.9908,True,3.0,932.135913,938.188997,20.681524,0.001660883967,153.0
,,,0.2133,45.2208,,,,0.0020378944083183645,task,103.0,55.0,0.0,939.789834,947.607234,52.542034,75.226089,True,0.0,938.348245,949.048824,2.225539,0.002037894408,154.0
,,,0.2218,41.9423,,,,0.0018061324268071964,task,161.0,81.0,3.0,952.241404,956.840604,38.893262,55.684711,True,3.0,951.148367,957.933642,12.959369,0.001806132427,155.0
,,,0.2424,40.914,,,,0.001782534270635085,task,113.0,57.0,1.0,951.162924,954.368024,37.694808,53.968846,True,1.0,949.937227,955.593722,11.334207,0.001782534271,156.0
,,,0.1868,43.5752,,,,0.0018250461588749953,task,73.0,37.0,2.0,948.342785,955.178385,40.372933,57.803203,True,2.0,947.526008,955.995161,7.205104,0.001825046159,157.0
,,,0.2293,41.0325,,,,0.0017551142625568804,task,142.0,74.0,0.0,965.113012,972.409112,36.425753,52.1519,True,0.0,964.66746,972.854665,15.618636,0.001755114263,158.0
,,,0.1273,50.992,,,,0.0021348505548183755,task,64.0,32.0,2.0,965.725397,972.759997,59.963421,85.851523,True,2.0,963.631999,974.853394,7.636838,0.002134850555,159.0
,,,0.2389,45.5165,,,,0.0021485857511175798,task,19.0,11.0,1.0,994.043377,1000.314277,64.511895,92.363716,True,1.0,991.455242,1002.902412,35.861521,0.002148585751,160.0
,,,0.2295,45.4717,,,,0.0021128439683871392,task,35.0,19.0,2.0,997.766187,1005.689587,64.864192,92.868111,True,2.0,995.628889,1007.826884,20.775495,0.002112843968,161.0
,,,0.2537,41.6525,,,,0.001876147921408513,task,63.0,35.0,3.0,995.706857,1003.252957,51.425844,73.628004,True,3.0,994.232837,1004.726977,36.299195,0.001876147921,162.0
,,,0.1946,39.5061,,,,0.0015408166979236626,task,169.0,85.0,0.0,983.089646,989.768646,32.926833,47.142386,True,0.0,982.75596,990.102331,9.901296,0.001540816698,163.0
,,,0.2262,40.5676,,,,0.0017091175501433842,task,13.0,9.0,1.0,1018.672768,1021.947768,44.875091,64.249084,True,1.0,1016.983968,1023.636567,14.081556,0.00170911755,164.0
,,,0.2036,40.0418,,,,0.0016058533558765218,task,97.0,49.0,0.0,1018.206306,1024.721306,41.587144,59.541627,True,0.0,1017.236453,1025.691158,27.134122,0.001605853356,165.0
,,,0.177,42.1193,,,,0.0016868113145651537,task,147.0,75.0,3.0,1036.093106,1040.056206,48.578069,69.550755,True,3.0,1034.276167,1041.873144,29.549191,0.001686811315,166.0
,,,0.0993,42.8602,,,,0.0015025449507179405,task,68.0,32.0,2.0,1029.398356,1036.347656,41.079625,58.814996,True,2.0,1028.602379,1037.143632,20.775495,0.001502544951,167.0
,,,0.2124,41.8738,,,,0.0017730026495758778,task,14.0,6.0,1.0,1033.218713,1037.561213,57.082108,81.726256,True,1.0,1030.975812,1039.804115,7.339244,0.00177300265,168.0
,,,0.1012,41.396,,,,0.0014149957684094045,task,96.0,48.0,0.0,1033.062435,1039.715735,36.662231,52.490473,True,0.0,1032.480681,1040.297489,6.789523,0.001414995768,169.0
,,,0.1714,40.8283,,,,0.0015760173771564513,task,127.0,67.0,3.0,1049.40462,1056.06852,47.023248,67.324668,True,3.0,1048.113058,1057.360082,6.239914,0.001576017377,170.0
,,,0.1856,38.7563,,,,0.001461029095118721,task,194.0,98.0,3.0,1082.819067,1089.267267,42.704174,61.140914,True,3.0,1081.780821,1090.305514,24.420739,0.001461029095,171.0
,,,0.1993,39.9644,,,,0.0015882882966772912,task,193.0,97.0,0.0,1079.505604,1086.295004,52.339907,74.936697,True,0.0,1077.815001,1087.985608,37.517511,0.001588288297,172.0
,,,0.2212,41.3284,,,,0.0017556298151587954,task,86.0,42.0,2.0,1054.309321,1060.706921,63.818463,91.370908,True,2.0,1051.981918,1063.034323,14.838286,0.001755629815,173.0
,,,0.17,36.3297,,,,0.0012449304251850575,task,106.0,54.0,2.0,1073.061247,1077.783047,42.579344,60.962191,True,2.0,1071.841174,1079.003119,8.806851,0.001244930425,174.0
,,,0.2006,38.3514,,,,0.0014680769524322004,task,7.0,7.0,1.0,1048.011802,1053.507302,56.729673,81.221664,True,1.0,1045.831798,1055.687307,6.027684,0.001468076952,175.0
,,,0.0902,42.6871,,,,0.001463781769454355,task,116.0,56.0,2.0,1092.977658,1097.896358,56.82281,81.355011,True,2.0,1090.799948,1100.074068,11.796829,0.001463781769,176.0
,,,0.1677,33.5297,,,,0.0010370246194661141,task,81.0,41.0,1.0,1083.876981,1090.924581,34.302052,49.111331,True,1.0,1083.504948,1091.296613,27.817641,0.001037024619,177.0
,,,0.1964,37.7642,,,,0.001412910929168181,task,46.0,26.0,1.0,1106.610299,1111.469399,67.397914,96.495721,True,1.0,1103.645494,1114.434205,12.34888,0.001412910929,178.0
,,,0.1337,36.2333,,,,0.0011576116184936292,task,199.0,99.0,3.0,1096.785238,1104.109938,54.151078,77.529808,True,3.0,1095.103183,1105.791993,4.797669,0.001157611618,179.0
,,,0.1468,37.3426,,,,0.001263920663992841,task,139.0,71.0,0.0,1112.274533,1119.847533,62.143516,88.972833,True,0.0,1110.252077,1121.869988,22.266469,0.001263920664,180.0
,,,0.1647,34.8562,,,,0.001126995600852026,task,134.0,70.0,2.0,1118.576084,1123.316184,57.01861,81.635344,True,2.0,1116.249769,1125.642499,16.175701,0.001126995601,181.0
,,,0.0669,35.004,,,,0.0009369000164711332,task,140.0,68.0,2.0,1140.21565,1143.75565,49.32745,70.623667,True,2.0,1138.287445,1145.683857,12.644945,0.000936900016,182.0
,,,0.0911,35.328,,,,0.0010068123921479002,task,22.0,10.0,1.0,1128.417743,1133.671443,55.806093,79.899345,True,1.0,1126.339249,1135.749938,11.905044,0.001006812392,183.0
,,,0.077,37.9514,,,,0.0011363508729154905,task,60.0,28.0,1.0,1155.800257,1162.332057,66.806566,95.649069,True,1.0,1153.120245,1165.012069,17.370307,0.001136350873,184.0
,,,0.1236,30.8001,,,,0.0007729109201367667,task,171.0,87.0,3.0,1117.681781,1124.311381,48.70606,69.734004,True,3.0,1116.252564,1125.740598,10.460571,0.00077291092,185.0
,,,0.0583,24.5645,,,,0.00031160598128185954,task,93.0,49.0,0.0,1143.699629,1147.106529,25.894234,37.073592,True,0.0,1143.315458,1147.490701,21.44547,0.000311605981,186.0
,,,0.1013,31.7778,,,,0.0008016944895023976,task,89.0,45.0,0.0,1151.479476,1157.937576,54.995051,78.73815,True,0.0,1149.674121,1159.74293,2.183421,0.00080169449,187.0
,,,0.1218,31.5595,,,,0.0008206686928166065,task,174.0,90.0,3.0,1136.032469,1143.385569,61.805311,88.488615,True,3.0,1133.920621,1145.497417,8.180023,0.000820668693,188.0
,,,0.079,28.4201,,,,0.0005608006791754049,task,102.0,54.0,2.0,1164.157068,1169.757068,51.722259,74.052391,True,2.0,1162.34429,1171.569847,16.660433,0.000560800679,189.0
,,,0.1043,28.3,,,,0.0005833733174185005,task,79.0,43.0,0.0,1174.748597,1182.141097,60.153224,86.12327,True,0.0,1172.717815,1184.171879,12.974885,0.000583373317,190.0
,,,0.0644,25.0841,,,,0.00034650604519599696,task,150.0,78.0,3.0,1156.976834,1161.972434,46.872548,67.108907,True,3.0,1155.383928,1163.565339,9.886511,0.000346506045,191.0
,,,0.0638,26.1524,,,,0.0004089932036936966,task,57.0,29.0,1.0,1174.568606,1180.499806,50.936731,72.927726,True,1.0,1172.878903,1182.189508,7.866835,0.000408993204,192.0
,,,0.0618,23.7667,,,,0.0002672415389114108,task,135.0,71.0,3.0,1172.647328,1177.316428,45.334874,64.90737,True,3.0,1171.209836,1178.75392,7.644497,0.000267241539,193.0
,,,0.0744,26.4214,,,,0.0004347763746677825,task,182.0,94.0,3.0,1198.401657,1205.404457,55.917792,80.059268,True,3.0,1196.513067,1207.293047,17.759146,0.000434776375,194.0
,,,0.0831,27.869,,,,0.0005318542616218598,task,39.0,23.0,1.0,1195.90193,1203.43163,63.185963,90.465338,True,1.0,1193.657221,1205.676339,11.467712,0.000531854262,195.0
,,,0.0628,25.905,,,,0.00039354618113563876,task,43.0,23.0,5.0,1196.12466,1203.18026,65.337713,93.546066,True,1.0,1193.657221,1205.676339,0.0,0.000393546181,196.0
,,,0.0525,25.2315,,,,0.00034589107448841926,task,45.0,25.0,2.0,1196.550757,1203.939057,66.143733,94.70007,True,2.0,1194.197301,1206.292512,22.627454,0.000345891074,197.0
,,,0.0646,24.9334,,,,0.000337763666507512,task,197.0,97.0,3.0,1216.279205,1222.883105,68.215349,97.666068,True,3.0,1213.639067,1225.523242,6.34602,0.000337763667,198.0
,,,0.011,19.211,,,,0.0,task,38.0,22.0,0.0,1203.926602,1210.861802,49.046926,70.222032,True,0.0,1202.492633,1212.295771,18.320753,0.0,199.0
